reporter_call,reporter_grid,latitude,longitude,spots,first_seen,last_seen,active_days
AB1OF,DM05TI,35.354,-118.375,1551,2026-07-14 22:20:00,2026-07-17 15:36:00,4
AB3JF,FN00EU,40.854,-79.625,25,2026-07-15 14:16:00,2026-07-15 14:34:00,1
AB8EF,EN63VB,43.062,-86.208,2,2026-07-14 19:02:00,2026-07-14 19:10:00,1
AC0G,EM38WW,38.938,-92.125,102139,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AC0G/ND,EN16OV,46.896,-96.792,56460,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AC0G/S,EM38WW,38.938,-92.125,38141,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AC0ZW,DM79JU,39.854,-105.208,567,2026-07-16 23:06:00,2026-07-17 04:26:00,2
AC1BC,FN42LH,42.312,-71.042,1045,2026-07-14 17:04:00,2026-07-17 16:52:00,4
AC1FR,FN43VW,43.938,-70.208,127,2026-07-15 23:00:00,2026-07-16 00:06:00,2
AC1UZ,FN43SN,43.562,-70.458,20523,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AC2GW,FN13DF,43.229,-77.708,603,2026-07-15 12:22:00,2026-07-16 18:36:00,2
AC4WW,EM93DL,33.479,-81.708,5576,2026-07-15 02:30:00,2026-07-17 12:36:00,3
AC7IJ,CN87VU,47.854,-122.208,6336,2026-07-14 17:00:00,2026-07-17 16:24:00,4
AC8YJ,EN91OV,41.896,-80.792,6669,2026-07-14 17:02:00,2026-07-17 16:58:00,4
AC9RZ,EN52,42.479,-89.042,9370,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AC9RZ,EN52ET,42.812,-89.625,12,2026-07-14 19:16:00,2026-07-17 04:46:00,4
AC9RZ,EN52WD,42.146,-88.125,28,2026-07-14 21:26:00,2026-07-17 09:22:00,4
AD0RS,DM79LR,39.729,-105.042,82,2026-07-15 00:26:00,2026-07-16 08:52:00,2
AD0VC,DM79LT,39.812,-105.042,1161,2026-07-14 17:02:00,2026-07-17 16:58:00,4
AD2Q,EN81XJ,41.396,-82.042,577,2026-07-14 17:00:00,2026-07-17 16:20:00,4
AD7QQ,DN16NR,46.729,-116.875,10,2026-07-15 03:06:00,2026-07-17 16:06:00,3
AD7UI,DN32TV,42.896,-112.375,50,2026-07-17 15:42:00,2026-07-17 15:58:00,1
AD8Y,EN91FL,41.479,-81.542,444,2026-07-15 01:48:00,2026-07-17 16:56:00,3
AE0FG,EN11VG,41.271,-96.208,1378,2026-07-15 07:38:00,2026-07-17 13:26:00,3
AE0GQ,DM79OP,39.646,-104.792,1549,2026-07-14 17:06:00,2026-07-17 16:34:00,4
AE0YH,EN41QN,41.562,-90.625,428,2026-07-15 13:04:00,2026-07-16 03:12:00,2
AE5AU,EM34RQ,34.688,-92.542,48386,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AE6RQ,CM97BF,37.229,-121.875,11026,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AE7TF,CN86,46.479,-123.042,5093,2026-07-14 17:08:00,2026-07-17 16:58:00,4
AF7FA,DM43CL,33.479,-111.792,2746,2026-07-14 22:26:00,2026-07-16 00:54:00,3
AF7KR,DM45DG,35.271,-111.708,79429,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AG5RT,EM10DK,30.438,-97.708,7,2026-07-16 04:14:00,2026-07-16 04:16:00,1
AG6NO,DM12KW,32.938,-117.125,72,2026-07-16 22:56:00,2026-07-17 00:04:00,2
AH2S,DN30XL,40.479,-112.042,6766,2026-07-14 17:02:00,2026-07-17 16:58:00,4
AI4FU-KIWI,EM86CA,36.021,-83.792,8431,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AI4Y/S,FM07,37.479,-79.042,298,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AI4Y/S,FM07CC,37.104,-79.792,1090,2026-07-14 17:04:00,2026-07-17 16:52:00,4
AI5OH,EM12KV,32.896,-97.125,7313,2026-07-16 01:36:00,2026-07-17 16:58:00,2
AI5PC,EM15IU,35.854,-97.292,180,2026-07-17 07:40:00,2026-07-17 08:50:00,1
AI6SL,CM87XI,37.354,-122.042,175,2026-07-14 17:28:00,2026-07-17 15:20:00,4
AI7NO,CN87WM,47.521,-122.125,2943,2026-07-14 17:00:00,2026-07-16 15:12:00,3
AIRSDR,JN45RT,45.812,9.458,49842,2026-07-14 17:00:00,2026-07-17 02:56:00,4
AJ4AV,EM73TW,33.938,-84.375,6563,2026-07-14 17:02:00,2026-07-17 16:58:00,4
AJ4HS,CM87XJ,37.396,-122.042,15,2026-07-15 01:36:00,2026-07-15 01:44:00,1
AJ8S,EM89BT,39.812,-83.875,10965,2026-07-14 17:00:00,2026-07-17 09:52:00,4
AJ9BM,CM87TR,37.729,-122.375,1774,2026-07-14 17:04:00,2026-07-17 16:58:00,4
AK4T,EM74VB,34.062,-84.208,55,2026-07-14 17:02:00,2026-07-17 14:32:00,3
AK6QE,CM96BO,36.604,-121.875,103,2026-07-14 21:16:00,2026-07-17 04:16:00,3
AK6RI-1,CM87XI,37.354,-122.042,30873,2026-07-14 17:00:00,2026-07-17 16:58:00,4
AK8DF,EN91MS,41.771,-80.958,9308,2026-07-14 17:04:00,2026-07-17 16:58:00,4
AL0A,FN43,43.479,-71.042,1098,2026-07-15 08:26:00,2026-07-16 19:22:00,2
AL0A,FN43SV,43.896,-70.458,34,2026-07-15 08:28:00,2026-07-15 08:34:00,1
ALLURA,JO90QN,50.562,19.375,280,2026-07-16 16:52:00,2026-07-17 16:54:00,2
AUTO,LO96XT,56.812,59.958,2315,2026-07-14 17:02:00,2026-07-17 16:58:00,4
BI4AOQ,PM01UE,31.188,121.708,1,2026-07-16 05:48:00,2026-07-16 05:48:00,1
BM2KVV,PL05VC,25.104,121.792,3795,2026-07-14 17:00:00,2026-07-17 16:56:00,4
BM4AIK/7,PL02DO,22.604,120.292,322,2026-07-14 17:30:00,2026-07-17 13:14:00,4
BM7GUP,PL02DR,22.729,120.292,619,2026-07-14 17:08:00,2026-07-17 16:48:00,4
BU2DR,PL04RW,24.938,121.458,7,2026-07-15 07:52:00,2026-07-15 09:54:00,1
BV0WSPR,PL05QA,25.021,121.375,2,2026-07-15 09:54:00,2026-07-17 08:34:00,2
BV0WSPR,PL05RA,25.021,121.458,1467,2026-07-14 17:00:00,2026-07-17 16:54:00,4
BV0WSPR,PL05SA,25.021,121.542,1772,2026-07-14 17:02:00,2026-07-17 16:58:00,4
BV7AU,PL02GS,22.771,120.542,1115,2026-07-14 17:08:00,2026-07-17 16:54:00,4
BV7YA,PL02DP,22.646,120.292,12,2026-07-15 09:00:00,2026-07-17 10:56:00,3
CE3BSK,FF46OL,-33.521,-70.792,37,2026-07-14 18:10:00,2026-07-17 16:30:00,4
CE3VRT,FF46PI,-33.646,-70.708,43,2026-07-15 12:20:00,2026-07-16 16:26:00,2
CR7BYS,IN50QX,40.979,-8.625,5831,2026-07-14 17:02:00,2026-07-17 16:58:00,4
CR7CDF,IM58NM,38.521,-8.875,16901,2026-07-14 17:00:00,2026-07-17 16:58:00,4
CT1ETL/1,IM58OB,38.062,-8.792,6677,2026-07-14 17:04:00,2026-07-17 16:56:00,4
CT1HMN,IM58NN,38.562,-8.875,1568,2026-07-14 17:00:00,2026-07-17 16:56:00,4
CT7AJC,IN50SF,40.229,-8.458,31862,2026-07-14 17:00:00,2026-07-17 16:58:00,4
CX8BIT,GF15WC,-34.896,-56.125,284,2026-07-15 19:20:00,2026-07-17 16:50:00,3
DA1MON,JO62,52.479,12.958,1283,2026-07-14 17:02:00,2026-07-17 16:54:00,4
DA1MON,JO62PM,52.521,13.292,8,2026-07-16 14:48:00,2026-07-17 00:44:00,2
DA1RGG,JO31,51.479,6.958,6096,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DA1RGG,JO31BW,51.938,6.125,3,2026-07-17 08:36:00,2026-07-17 16:32:00,1
DA1RGG,JO31GK,51.438,6.542,1,2026-07-17 16:28:00,2026-07-17 16:28:00,1
DA1RGG,JO31JA,51.021,6.792,12,2026-07-17 06:34:00,2026-07-17 09:58:00,1
DA1VID,JO31QN,51.562,7.375,14861,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DANTEKR,PM37JL,37.479,126.792,141,2026-07-14 17:06:00,2026-07-17 16:22:00,4
DARCT13,JN47WN,47.562,9.875,61042,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DB0BNL,JO43IE,53.188,8.708,166,2026-07-16 14:10:00,2026-07-16 16:04:00,1
DB0NMB-R,JO51WD,51.146,11.875,2900,2026-07-14 17:00:00,2026-07-17 13:32:00,4
DB0SLK,JO51TX,51.979,11.625,6669,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DB0STB,JN49QB,49.062,9.375,6669,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DB0VIE,JO31EH,51.312,6.375,245,2026-07-16 19:32:00,2026-07-17 16:56:00,2
DB1KEC,JO31JA,51.021,6.792,387,2026-07-16 15:56:00,2026-07-17 13:12:00,2
DB1UJ-1,JO41JR,51.729,8.792,15572,2026-07-14 17:00:00,2026-07-17 16:54:00,4
DB3GW,JO43GE,53.188,8.542,38,2026-07-16 23:02:00,2026-07-16 23:26:00,1
DB6WZ-SDR,JO32QD,52.146,7.375,2855,2026-07-14 21:02:00,2026-07-17 16:32:00,4
DB9JH,JO31HF,51.229,6.625,87,2026-07-15 07:17:00,2026-07-15 08:23:00,1
DB9OH,JO52JI,52.354,10.792,740,2026-07-14 17:06:00,2026-07-17 16:54:00,4
DC1RDB,JN58SS,48.771,11.542,52446,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DC1SAF,JN48LM,48.521,8.958,24855,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DC1SN,JN48VJ,48.396,9.792,1005,2026-07-14 19:04:00,2026-07-16 06:18:00,3
DC1UI,JN49AQ,49.688,8.042,4344,2026-07-14 17:02:00,2026-07-17 13:16:00,4
DC1UL,JO41LV,51.896,8.958,2132,2026-07-14 17:02:00,2026-07-17 16:58:00,4
DC4HF,JO52MF,52.229,11.042,9727,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DC4HP-1,JO43KB,53.062,8.875,40185,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DC5AL-R,JO31LK,51.438,6.958,59680,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DC7JZB/1,JO62QJ,52.396,13.375,243,2026-07-14 17:32:00,2026-07-16 03:56:00,3
DC7JZB/2,JO62QL,52.479,13.375,1070,2026-07-14 17:02:00,2026-07-17 16:58:00,4
DC7TO,JO62QK,52.438,13.375,47105,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DC7TU,JN49QB,49.062,9.375,290,2026-07-14 21:10:00,2026-07-15 05:48:00,2
DD0MS,JN49AB,49.062,8.042,5192,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DD1NK,JO31KD,51.146,6.875,2375,2026-07-14 17:02:00,2026-07-17 16:58:00,4
DD5XX,JN48PS,48.771,9.292,41676,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DE0QPG,JO30FK,50.438,6.458,50950,2026-07-14 17:20:00,2026-07-17 16:58:00,4
DE1LON,JO31HG,51.271,6.625,5728,2026-07-15 06:38:00,2026-07-17 16:58:00,3
DF1AJ,JN48FW,48.938,8.458,5,2026-07-17 14:44:00,2026-07-17 14:58:00,1
DF1DGE,JO31NJ,51.396,7.125,141,2026-07-15 10:54:00,2026-07-15 13:46:00,1
DF1GA,JO61HB,51.062,12.625,220,2026-07-17 16:00:00,2026-07-17 16:58:00,1
DF1QQ/SDR,JO32SD,52.146,7.542,6603,2026-07-14 17:00:00,2026-07-17 16:56:00,4
DF2MG,JN58PT,48.812,11.292,10,2026-07-14 18:34:00,2026-07-16 18:20:00,2
DF2SY,JN48,48.479,8.958,77,2026-07-15 15:06:00,2026-07-15 16:20:00,1
DF2SY,JN48WK,48.438,9.875,276,2026-07-16 13:20:00,2026-07-17 09:52:00,2
DF3HM,JO43XK,53.438,9.958,69,2026-07-14 17:22:00,2026-07-14 17:44:00,1
DF4MC,JO43XL,53.479,9.958,159,2026-07-15 08:20:00,2026-07-15 12:06:00,1
DF4OR,JN49CD,49.146,8.208,123,2026-07-15 16:12:00,2026-07-15 16:42:00,1
DF4PV,JN49AX,49.979,8.042,220,2026-07-14 18:26:00,2026-07-17 16:54:00,4
DF6TV,JN39OM,49.521,7.208,925,2026-07-14 17:02:00,2026-07-17 16:50:00,4
DF8JO,JO30SN,50.562,7.542,91,2026-07-14 18:12:00,2026-07-17 13:30:00,4
DF8JO/SDR,JO30SN,50.562,7.542,22,2026-07-15 11:10:00,2026-07-16 17:50:00,2
DF8OE,JO42JR,52.729,8.792,27240,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DF9JL,JO31GK,51.438,6.542,122,2026-07-17 16:26:00,2026-07-17 16:54:00,1
DF9JL/QDX,JO31GK,51.438,6.542,5928,2026-07-15 04:34:00,2026-07-17 16:58:00,3
DF9JL/QRP,JO31GK,51.438,6.542,14,2026-07-17 16:28:00,2026-07-17 16:32:00,1
DG1ATN,JO50KQ,50.688,10.875,20185,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DG1DBX,JO31WD,51.146,7.875,1232,2026-07-16 05:04:00,2026-07-16 20:50:00,1
DG1ELE,JO30FK,50.438,6.458,23955,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DG1GAC,JN68BM,48.521,12.125,1207,2026-07-14 17:06:00,2026-07-17 16:54:00,4
DG1KPC,JO30TT,50.812,7.625,4405,2026-07-14 17:00:00,2026-07-17 16:54:00,4
DG1NDE,JO50PH,50.312,11.292,10246,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DG3DJ,JO30XT,50.812,7.958,471,2026-07-17 04:54:00,2026-07-17 08:20:00,1
DG3SDK,JN48PR,48.729,9.292,10348,2026-07-14 17:00:00,2026-07-17 16:56:00,4
DG5DH,JO41DS,51.771,8.292,6301,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DG5SEK,JN48NQ,48.688,9.125,2881,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DG6FL,JO40DA,50.021,8.292,1102,2026-07-14 17:01:00,2026-07-17 16:57:00,4
DG7RJ,JN58TH,48.312,11.625,11962,2026-07-14 17:00:00,2026-07-17 16:56:00,4
DG7SFI-2,JO54ED,54.146,10.375,12455,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DG8MAR,JN67KS,47.771,12.875,11700,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DH2RAL,JO41LU,51.854,8.958,9261,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DH2WS,JO30RR,50.729,7.458,5111,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DH2WS,JO30SN,50.562,7.542,5,2026-07-17 02:44:00,2026-07-17 02:50:00,1
DH4ST,JO60LT,50.812,12.958,130,2026-07-16 16:49:00,2026-07-16 17:39:00,1
DH6YHO,JO31XW,51.938,7.958,3633,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DH7AHO,JN48FX,48.979,8.458,31,2026-07-15 16:06:00,2026-07-16 11:24:00,2
DH8WR,JO50PR,50.729,11.292,649,2026-07-14 18:32:00,2026-07-17 05:06:00,4
DJ2DS/1,JO33SN,53.562,7.542,33534,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DJ2MG,JN48NT,48.812,9.125,3962,2026-07-14 17:06:00,2026-07-17 16:58:00,4
DJ6DK,JN48FW,48.938,8.458,59042,2026-07-14 17:00:00,2026-07-16 15:46:00,3
DJ7KL,JN48FU,48.854,8.458,22892,2026-07-14 17:02:00,2026-07-17 16:58:00,4
DJ9BS,JN39PR,49.729,7.292,17190,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK0KK,JO30FK,50.438,6.458,8045,2026-07-16 14:08:00,2026-07-17 16:58:00,2
DK0KK,JO30GU,50.854,6.542,6636,2026-07-14 17:00:00,2026-07-15 13:28:00,2
DK1BL/2,JO31FH,51.312,6.458,736,2026-07-14 17:04:00,2026-07-17 16:54:00,4
DK1BRI,JO41GJ,51.396,8.542,114,2026-07-15 17:54:00,2026-07-15 18:28:00,1
DK1IZ,JO43RS,53.771,9.458,208,2026-07-16 07:08:00,2026-07-16 08:14:00,1
DK2DB,JN48FW,48.938,8.458,36697,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK3SS,JN49QA,49.021,9.375,8452,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK3WM,JO41RI,51.354,9.458,1427,2026-07-17 11:36:00,2026-07-17 15:52:00,1
DK4RW/1,JO40OE,50.188,9.208,80229,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK5BK,JO32XE,52.188,7.958,725,2026-07-14 17:04:00,2026-07-17 16:56:00,4
DK5CH,JO31MK,51.438,7.042,1486,2026-07-16 21:08:00,2026-07-17 16:16:00,2
DK5HH/4,JO43JB,53.062,8.792,224,2026-07-14 17:06:00,2026-07-17 16:48:00,4
DK5HH/8,JO43JB,53.062,8.792,3469,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK6SQ,JN59NK,49.438,11.125,1,2026-07-16 06:34:00,2026-07-16 06:34:00,1
DK6UG,JN49CM,49.521,8.208,126026,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK7AM,JN59SS,49.771,11.542,279,2026-07-14 19:22:00,2026-07-17 03:32:00,4
DK8AF,JN59MS,49.771,11.042,936,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK8EE,JO41LS,51.771,8.958,7,2026-07-15 10:46:00,2026-07-17 09:10:00,3
DK8FT,JN58OE,48.188,11.208,71217,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK8JP,JO31GK,51.438,6.542,657,2026-07-15 09:28:00,2026-07-17 10:32:00,3
DK8JP/1,JO31GK,51.438,6.542,27763,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DK8JP/2,JO31GK,51.438,6.542,1636,2026-07-15 09:30:00,2026-07-17 09:14:00,3
DK9HS,JO43XR,53.729,9.958,65,2026-07-15 07:46:00,2026-07-17 06:36:00,2
DK9LO,JO54CH,54.312,10.208,204,2026-07-14 17:04:00,2026-07-17 12:04:00,4
DK9PA,JO62PL,52.479,13.292,6741,2026-07-14 17:00:00,2026-07-17 16:54:00,4
DL/SV7FSF,JO62QM,52.521,13.375,2276,2026-07-14 17:00:00,2026-07-17 16:54:00,4
DL0BR/1,JO43JB,53.062,8.792,35091,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL0MZ,JN49AV,49.896,8.042,8567,2026-07-14 17:00:00,2026-07-17 12:04:00,4
DL0PF,JN68RN,48.562,13.458,69698,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL0POR,JN68PL,48.479,13.292,1730,2026-07-14 17:00:00,2026-07-17 16:52:00,4
DL0PTB,JO52FH,52.312,10.458,14273,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL1AAA,JO41XM,51.521,9.958,16,2026-07-14 19:41:00,2026-07-14 19:47:00,1
DL1BAJ,JO43AP,53.646,8.042,27003,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL1EHW,JO31MJ,51.396,7.042,45,2026-07-17 12:50:00,2026-07-17 16:20:00,1
DL1FX,JN49GR,49.729,8.542,503,2026-07-16 08:56:00,2026-07-16 11:56:00,1
DL1GCD/1,JN58OH,48.312,11.208,134,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1GCD/2,JN58OH,48.312,11.208,136,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1GCD/7,JN58OH,48.312,11.208,49,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1GCD/8,JN58OH,48.312,11.208,44,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1HQD,JN47QR,47.729,9.375,76,2026-07-15 21:34:00,2026-07-16 03:12:00,2
DL1RMT,JO52SD,52.146,11.542,99,2026-07-14 19:08:00,2026-07-15 15:46:00,2
DL1XH,JO43LW,53.938,8.958,23780,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL2BQA,JN49BI,49.354,8.125,384,2026-07-14 17:58:00,2026-07-17 16:56:00,4
DL2DBQ,JO31WQ,51.688,7.875,7057,2026-07-16 10:10:00,2026-07-17 16:58:00,2
DL2DBR,JO30XU,50.854,7.958,119,2026-07-15 15:48:00,2026-07-15 16:42:00,1
DL2JA,JN58VK,48.438,11.792,23503,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL2NEP,JN59JO,49.604,10.792,78,2026-07-14 20:27:00,2026-07-15 01:09:00,2
DL2NL/1,JO31,51.479,6.958,4320,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL2PK,JO31IK,51.438,6.708,4508,2026-07-14 17:06:00,2026-07-17 16:50:00,4
DL2RN,JN68CD,48.146,12.208,1891,2026-07-14 17:02:00,2026-07-17 16:56:00,4
DL2RXE,JO62MA,52.021,13.042,331,2026-07-17 08:20:00,2026-07-17 16:54:00,1
DL2ZZ,JO31LO,51.604,6.958,37736,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL3EL,JO40HD,50.146,8.625,19318,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL3GBE,JN47TT,47.812,9.625,83,2026-07-16 15:38:00,2026-07-16 18:14:00,1
DL3MCW,JN58VC,48.104,11.792,748,2026-07-16 14:16:00,2026-07-16 19:32:00,1
DL3NBY,JO50JA,50.021,10.792,2390,2026-07-14 17:02:00,2026-07-17 14:58:00,4
DL3ROB,JO62LJ,52.396,12.958,722,2026-07-14 17:02:00,2026-07-17 16:54:00,4
DL3TU,JN48MM,48.521,9.042,39997,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL4AB,JO52GF,52.229,10.542,52,2026-07-17 08:52:00,2026-07-17 12:38:00,1
DL4AX,JO31CB,51.062,6.208,620,2026-07-14 18:40:00,2026-07-17 16:08:00,4
DL4EAI,JO31JE,51.188,6.792,528,2026-07-14 17:04:00,2026-07-17 16:44:00,4
DL4EAI,JO31JG,51.271,6.792,2619,2026-07-14 17:02:00,2026-07-17 16:54:00,4
DL4HAO,JO53AS,53.771,10.042,1233,2026-07-14 17:06:00,2026-07-17 16:52:00,4
DL4JR,JO51XK,51.438,11.958,621,2026-07-14 17:26:00,2026-07-17 16:54:00,4
DL4MHZ,JN58PT,48.812,11.292,333,2026-07-15 13:26:00,2026-07-16 15:16:00,2
DL4RU,JN69CR,49.729,12.208,51067,2026-07-14 20:14:00,2026-07-17 16:30:00,4
DL4SA,JO53VV,53.896,11.792,14,2026-07-16 05:26:00,2026-07-17 15:20:00,2
DL4TOM/RX2,JN59IT,49.812,10.708,1,2026-07-15 14:10:00,2026-07-15 14:10:00,1
DL4XJ,JO42UN,52.562,9.708,2596,2026-07-14 17:06:00,2026-07-17 16:58:00,4
DL4XU,JO53AN,53.562,10.042,765,2026-07-14 17:00:00,2026-07-17 16:54:00,4
DL4ZBE,JO40BA,50.021,8.125,100277,2026-07-14 17:00:00,2026-07-17 16:58:00,4
DL5ABH,JO41UL,51.479,9.708,273,2026-07-15 13:52:00,2026-07-15 15:06:00,1
