reporter_call,reporter_grid,latitude,longitude,spots,first_seen,last_seen,active_days
AE0FG,EN11VG,41.271,-96.208,1002,2026-07-16 17:00:00,2026-07-17 13:26:00,2
AE0GQ,DM79OP,39.646,-104.792,495,2026-07-16 17:08:00,2026-07-17 16:34:00,2
AE5AU,EM34RQ,34.688,-92.542,17322,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AE6RQ,CM97BF,37.229,-121.875,4308,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AE7TF,CN86,46.479,-123.042,2000,2026-07-16 17:04:00,2026-07-17 16:58:00,2
AF7KR,DM45DG,35.271,-111.708,26732,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AG6NO,DM12KW,32.938,-117.125,72,2026-07-16 22:56:00,2026-07-17 00:04:00,2
AH2S,DN30XL,40.479,-112.042,2588,2026-07-16 17:02:00,2026-07-17 16:58:00,2
AI4FU-KIWI,EM86CA,36.021,-83.792,2632,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AI4Y/S,FM07,37.479,-79.042,88,2026-07-16 17:38:00,2026-07-17 16:58:00,2
AI4Y/S,FM07CC,37.104,-79.792,358,2026-07-16 17:00:00,2026-07-17 16:52:00,2
AI5OH,EM12KV,32.896,-97.125,5949,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AI5PC,EM15IU,35.854,-97.292,180,2026-07-17 07:40:00,2026-07-17 08:50:00,1
AI6SL,CM87XI,37.354,-122.042,94,2026-07-16 17:52:00,2026-07-17 15:20:00,2
AIRSDR,JN45RT,45.812,9.458,9403,2026-07-16 17:00:00,2026-07-17 02:56:00,2
AJ4AV,EM73TW,33.938,-84.375,2809,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AJ8S,EM89BT,39.812,-83.875,2994,2026-07-16 17:00:00,2026-07-17 09:52:00,2
AJ9BM,CM87TR,37.729,-122.375,440,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AK4T,EM74VB,34.062,-84.208,13,2026-07-17 12:04:00,2026-07-17 14:32:00,1
AK6QE,CM96BO,36.604,-121.875,83,2026-07-16 17:22:00,2026-07-17 04:16:00,2
AK6RI-1,CM87XI,37.354,-122.042,11764,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AK8DF,EN91MS,41.771,-80.958,3265,2026-07-16 17:00:00,2026-07-17 16:58:00,2
AL0A,FN43,43.479,-71.042,59,2026-07-16 17:02:00,2026-07-16 19:22:00,1
ALLURA,JO90QN,50.562,19.375,278,2026-07-16 17:02:00,2026-07-17 16:54:00,2
AUTO,LO96XT,56.812,59.958,711,2026-07-16 17:00:00,2026-07-17 16:58:00,2
BM2KVV,PL05VC,25.104,121.792,1205,2026-07-16 17:00:00,2026-07-17 16:56:00,2
BM4AIK/7,PL02DO,22.604,120.292,87,2026-07-16 17:58:00,2026-07-17 13:14:00,2
BM7GUP,PL02DR,22.729,120.292,238,2026-07-16 17:16:00,2026-07-17 16:48:00,2
BV0WSPR,PL05QA,25.021,121.375,1,2026-07-17 08:34:00,2026-07-17 08:34:00,1
BV0WSPR,PL05RA,25.021,121.458,461,2026-07-16 17:00:00,2026-07-17 16:54:00,2
BV0WSPR,PL05SA,25.021,121.542,496,2026-07-16 17:04:00,2026-07-17 16:58:00,2
BV7AU,PL02GS,22.771,120.542,466,2026-07-16 17:00:00,2026-07-17 16:54:00,2
BV7YA,PL02DP,22.646,120.292,10,2026-07-16 21:18:00,2026-07-17 10:56:00,2
CE3BSK,FF46OL,-33.521,-70.792,11,2026-07-16 19:06:00,2026-07-17 16:30:00,2
CR7BYS,IN50QX,40.979,-8.625,2268,2026-07-16 17:02:00,2026-07-17 16:58:00,2
CR7CDF,IM58NM,38.521,-8.875,6905,2026-07-16 17:00:00,2026-07-17 16:58:00,2
CT1ETL/1,IM58OB,38.062,-8.792,2265,2026-07-16 17:02:00,2026-07-17 16:56:00,2
CT1HMN,IM58NN,38.562,-8.875,386,2026-07-16 17:28:00,2026-07-17 16:56:00,2
CT7AJC,IN50SF,40.229,-8.458,9672,2026-07-16 17:00:00,2026-07-17 16:58:00,2
CX8BIT,GF15WC,-34.896,-56.125,109,2026-07-16 17:08:00,2026-07-17 16:50:00,2
DA1MON,JO62,52.479,12.958,523,2026-07-16 17:02:00,2026-07-17 16:54:00,2
DA1MON,JO62PM,52.521,13.292,2,2026-07-17 00:24:00,2026-07-17 00:44:00,1
DA1RGG,JO31,51.479,6.958,4902,2026-07-16 19:04:00,2026-07-17 16:58:00,2
DA1RGG,JO31BW,51.938,6.125,3,2026-07-17 08:36:00,2026-07-17 16:32:00,1
DA1RGG,JO31GK,51.438,6.542,1,2026-07-17 16:28:00,2026-07-17 16:28:00,1
DA1RGG,JO31JA,51.021,6.792,12,2026-07-17 06:34:00,2026-07-17 09:58:00,1
DA1VID,JO31QN,51.562,7.375,4984,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DANTEKR,PM37JL,37.479,126.792,41,2026-07-16 17:34:00,2026-07-17 16:22:00,2
DARCT13,JN47WN,47.562,9.875,19930,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DB0NMB-R,JO51WD,51.146,11.875,114,2026-07-17 09:48:00,2026-07-17 13:32:00,1
DB0SLK,JO51TX,51.979,11.625,2767,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DB0STB,JN49QB,49.062,9.375,2064,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DB0VIE,JO31EH,51.312,6.375,245,2026-07-16 19:32:00,2026-07-17 16:56:00,2
DB1KEC,JO31JA,51.021,6.792,385,2026-07-16 20:30:00,2026-07-17 13:12:00,2
DB1UJ-1,JO41JR,51.729,8.792,4794,2026-07-16 17:00:00,2026-07-17 16:54:00,2
DB3GW,JO43GE,53.188,8.542,38,2026-07-16 23:02:00,2026-07-16 23:26:00,1
DB6WZ-SDR,JO32QD,52.146,7.375,1140,2026-07-16 17:52:00,2026-07-17 16:32:00,2
DB9OH,JO52JI,52.354,10.792,294,2026-07-16 17:02:00,2026-07-17 16:54:00,2
DC1RDB,JN58SS,48.771,11.542,17060,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DC1SAF,JN48LM,48.521,8.958,7658,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DC1UI,JN49AQ,49.688,8.042,1152,2026-07-16 17:00:00,2026-07-17 13:16:00,2
DC1UL,JO41LV,51.896,8.958,744,2026-07-16 17:04:00,2026-07-17 16:58:00,2
DC4HF,JO52MF,52.229,11.042,3149,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DC4HP-1,JO43KB,53.062,8.875,13673,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DC5AL-R,JO31LK,51.438,6.958,19879,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DC7JZB/2,JO62QL,52.479,13.375,275,2026-07-16 17:06:00,2026-07-17 16:58:00,2
DC7TO,JO62QK,52.438,13.375,17601,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DD0MS,JN49AB,49.062,8.042,1826,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DD1NK,JO31KD,51.146,6.875,793,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DD5XX,JN48PS,48.771,9.292,12666,2026-07-16 17:02:00,2026-07-17 16:58:00,2
DE0QPG,JO30FK,50.438,6.458,15282,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DE1LON,JO31HG,51.271,6.625,2335,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DF1AJ,JN48FW,48.938,8.458,5,2026-07-17 14:44:00,2026-07-17 14:58:00,1
DF1GA,JO61HB,51.062,12.625,220,2026-07-17 16:00:00,2026-07-17 16:58:00,1
DF1QQ/SDR,JO32SD,52.146,7.542,2141,2026-07-16 17:02:00,2026-07-17 16:56:00,2
DF2MG,JN58PT,48.812,11.292,4,2026-07-16 17:04:00,2026-07-16 18:20:00,1
DF2SY,JN48WK,48.438,9.875,272,2026-07-17 07:44:00,2026-07-17 09:52:00,1
DF4PV,JN49AX,49.979,8.042,58,2026-07-16 17:28:00,2026-07-17 16:54:00,2
DF6TV,JN39OM,49.521,7.208,331,2026-07-16 17:10:00,2026-07-17 16:50:00,2
DF8JO,JO30SN,50.562,7.542,22,2026-07-17 06:08:00,2026-07-17 13:30:00,1
DF8JO/SDR,JO30SN,50.562,7.542,3,2026-07-16 17:26:00,2026-07-16 17:50:00,1
DF8OE,JO42JR,52.729,8.792,10530,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DF9JL,JO31GK,51.438,6.542,122,2026-07-17 16:26:00,2026-07-17 16:54:00,1
DF9JL/QDX,JO31GK,51.438,6.542,2152,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DF9JL/QRP,JO31GK,51.438,6.542,14,2026-07-17 16:28:00,2026-07-17 16:32:00,1
DG1ATN,JO50KQ,50.688,10.875,6841,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DG1DBX,JO31WD,51.146,7.875,318,2026-07-16 17:00:00,2026-07-16 20:50:00,1
DG1ELE,JO30FK,50.438,6.458,17024,2026-07-16 18:18:00,2026-07-17 16:58:00,2
DG1GAC,JN68BM,48.521,12.125,462,2026-07-16 17:06:00,2026-07-17 16:54:00,2
DG1KPC,JO30TT,50.812,7.625,1503,2026-07-16 17:00:00,2026-07-17 16:54:00,2
DG1NDE,JO50PH,50.312,11.292,3467,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DG3DJ,JO30XT,50.812,7.958,471,2026-07-17 04:54:00,2026-07-17 08:20:00,1
DG3SDK,JN48PR,48.729,9.292,3290,2026-07-16 17:00:00,2026-07-17 16:56:00,2
DG5DH,JO41DS,51.771,8.292,1910,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DG5SEK,JN48NQ,48.688,9.125,1013,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DG6FL,JO40DA,50.021,8.292,441,2026-07-16 17:01:00,2026-07-17 16:57:00,2
DG7RJ,JN58TH,48.312,11.625,4140,2026-07-16 17:02:00,2026-07-17 16:56:00,2
DG7SFI-2,JO54ED,54.146,10.375,4314,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DG8MAR,JN67KS,47.771,12.875,4019,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DH2RAL,JO41LU,51.854,8.958,2709,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DH2WS,JO30RR,50.729,7.458,1837,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DH2WS,JO30SN,50.562,7.542,5,2026-07-17 02:44:00,2026-07-17 02:50:00,1
DH4ST,JO60LT,50.812,12.958,107,2026-07-16 17:03:00,2026-07-16 17:39:00,1
DH6YHO,JO31XW,51.938,7.958,844,2026-07-16 17:10:00,2026-07-17 16:58:00,2
DH8WR,JO50PR,50.729,11.292,202,2026-07-16 19:30:00,2026-07-17 05:06:00,2
DJ2DS/1,JO33SN,53.562,7.542,10933,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DJ2MG,JN48NT,48.812,9.125,1349,2026-07-16 17:02:00,2026-07-17 16:58:00,2
DJ7KL,JN48FU,48.854,8.458,7918,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DJ9BS,JN39PR,49.729,7.292,5679,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK0KK,JO30FK,50.438,6.458,7375,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK1BL/2,JO31FH,51.312,6.458,167,2026-07-16 17:02:00,2026-07-17 16:54:00,2
DK2DB,JN48FW,48.938,8.458,12524,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK3SS,JN49QA,49.021,9.375,2788,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK3WM,JO41RI,51.354,9.458,1427,2026-07-17 11:36:00,2026-07-17 15:52:00,1
DK4RW/1,JO40OE,50.188,9.208,24784,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK5BK,JO32XE,52.188,7.958,304,2026-07-16 17:02:00,2026-07-17 16:56:00,2
DK5CH,JO31MK,51.438,7.042,1486,2026-07-16 21:08:00,2026-07-17 16:16:00,2
DK5HH/4,JO43JB,53.062,8.792,92,2026-07-16 17:06:00,2026-07-17 16:48:00,2
DK5HH/8,JO43JB,53.062,8.792,1223,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK6UG,JN49CM,49.521,8.208,32807,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK7AM,JN59SS,49.771,11.542,47,2026-07-16 19:48:00,2026-07-17 03:32:00,2
DK8AF,JN59MS,49.771,11.042,132,2026-07-16 17:38:00,2026-07-17 16:58:00,2
DK8EE,JO41LS,51.771,8.958,3,2026-07-16 17:38:00,2026-07-17 09:10:00,2
DK8FT,JN58OE,48.188,11.208,25550,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK8JP,JO31GK,51.438,6.542,186,2026-07-17 06:08:00,2026-07-17 10:32:00,1
DK8JP/1,JO31GK,51.438,6.542,9707,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DK8JP/2,JO31GK,51.438,6.542,408,2026-07-17 06:04:00,2026-07-17 09:14:00,1
DK9HS,JO43XR,53.729,9.958,22,2026-07-17 06:26:00,2026-07-17 06:36:00,1
DK9LO,JO54CH,54.312,10.208,109,2026-07-16 17:00:00,2026-07-17 12:04:00,2
DK9PA,JO62PL,52.479,13.292,2859,2026-07-16 17:00:00,2026-07-17 16:54:00,2
DL/SV7FSF,JO62QM,52.521,13.375,1141,2026-07-16 17:00:00,2026-07-17 16:54:00,2
DL0BR/1,JO43JB,53.062,8.792,12205,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL0MZ,JN49AV,49.896,8.042,281,2026-07-17 10:06:00,2026-07-17 12:04:00,1
DL0PF,JN68RN,48.562,13.458,23172,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL0POR,JN68PL,48.479,13.292,683,2026-07-16 17:00:00,2026-07-17 16:52:00,2
DL0PTB,JO52FH,52.312,10.458,5090,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL1BAJ,JO43AP,53.646,8.042,8103,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL1EHW,JO31MJ,51.396,7.042,45,2026-07-17 12:50:00,2026-07-17 16:20:00,1
DL1GCD/1,JN58OH,48.312,11.208,134,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1GCD/2,JN58OH,48.312,11.208,136,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1GCD/7,JN58OH,48.312,11.208,49,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1GCD/8,JN58OH,48.312,11.208,44,2026-07-17 16:42:00,2026-07-17 16:58:00,1
DL1XH,JO43LW,53.938,8.958,7689,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL2BQA,JN49BI,49.354,8.125,132,2026-07-16 17:14:00,2026-07-17 16:56:00,2
DL2DBQ,JO31WQ,51.688,7.875,5741,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL2JA,JN58VK,48.438,11.792,7844,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL2NL/1,JO31,51.479,6.958,1440,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL2PK,JO31IK,51.438,6.708,1522,2026-07-16 17:02:00,2026-07-17 16:50:00,2
DL2RN,JN68CD,48.146,12.208,680,2026-07-16 18:00:00,2026-07-17 16:56:00,2
DL2RXE,JO62MA,52.021,13.042,331,2026-07-17 08:20:00,2026-07-17 16:54:00,1
DL2ZZ,JO31LO,51.604,6.958,12393,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL3EL,JO40HD,50.146,8.625,6581,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL3GBE,JN47TT,47.812,9.625,57,2026-07-16 17:00:00,2026-07-16 18:14:00,1
DL3MCW,JN58VC,48.104,11.792,632,2026-07-16 17:00:00,2026-07-16 19:32:00,1
DL3NBY,JO50JA,50.021,10.792,1440,2026-07-16 17:00:00,2026-07-17 14:58:00,2
DL3ROB,JO62LJ,52.396,12.958,267,2026-07-16 17:02:00,2026-07-17 16:54:00,2
DL3TU,JN48MM,48.521,9.042,13067,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL4AB,JO52GF,52.229,10.542,52,2026-07-17 08:52:00,2026-07-17 12:38:00,1
DL4AX,JO31CB,51.062,6.208,203,2026-07-16 18:38:00,2026-07-17 16:08:00,2
DL4EAI,JO31JE,51.188,6.792,253,2026-07-16 17:14:00,2026-07-17 16:44:00,2
DL4EAI,JO31JG,51.271,6.792,885,2026-07-16 17:06:00,2026-07-17 16:54:00,2
DL4HAO,JO53AS,53.771,10.042,421,2026-07-16 17:06:00,2026-07-17 16:52:00,2
DL4JR,JO51XK,51.438,11.958,156,2026-07-16 17:30:00,2026-07-17 16:54:00,2
DL4RU,JN69CR,49.729,12.208,14557,2026-07-16 17:00:00,2026-07-17 16:30:00,2
DL4SA,JO53VV,53.896,11.792,1,2026-07-17 15:20:00,2026-07-17 15:20:00,1
DL4XJ,JO42UN,52.562,9.708,915,2026-07-16 17:08:00,2026-07-17 16:58:00,2
DL4XU,JO53AN,53.562,10.042,352,2026-07-16 17:00:00,2026-07-17 16:54:00,2
DL4ZBE,JO40BA,50.021,8.125,31256,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL5SMB,JN48JK,48.438,8.792,1173,2026-07-16 17:02:00,2026-07-17 16:58:00,2
DL5UY,JN48FT,48.812,8.458,3294,2026-07-16 17:04:00,2026-07-17 16:58:00,2
DL6EBP,JO30DW,50.938,6.292,1412,2026-07-16 17:02:00,2026-07-17 16:56:00,2
DL6OW-MH,JO31KK,51.438,6.875,1907,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL6OW-WTM,JO33UO,53.604,7.708,3838,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL6YEA,JO53IA,53.021,10.708,529,2026-07-16 17:02:00,2026-07-17 16:54:00,2
DL7AUQ,JO63KH,53.312,12.875,7986,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL7GAI,JN47OQ,47.688,9.208,96,2026-07-17 07:24:00,2026-07-17 10:34:00,1
DL7KST,JO62UP,52.646,13.708,139,2026-07-16 19:32:00,2026-07-17 04:06:00,2
DL7ZF,JO62PM,52.521,13.292,30,2026-07-17 00:30:00,2026-07-17 00:42:00,1
DL8BBY,JO54OK,54.438,11.208,1,2026-07-16 21:42:00,2026-07-16 21:42:00,1
DL8BBY/P,JO54OK,54.438,11.208,148,2026-07-17 14:02:00,2026-07-17 16:44:00,1
DL8BO,JO31QK,51.438,7.375,353,2026-07-16 17:02:00,2026-07-16 21:50:00,1
DL8FBN,JO51AE,51.188,10.042,2177,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL8KCW,JO42PB,52.062,9.292,407,2026-07-17 07:18:00,2026-07-17 12:52:00,1
DL8LDN,JO43XT,53.812,9.958,1175,2026-07-16 17:16:00,2026-07-17 16:50:00,2
DL8ROA,JN49HX,49.979,8.625,784,2026-07-16 17:20:00,2026-07-16 22:08:00,1
DL8SEL,JO31VL,51.479,7.792,2937,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DL8SFE,JN48MQ,48.688,9.042,824,2026-07-16 17:00:00,2026-07-17 16:54:00,2
DL9GCW,JN48VC,48.104,9.792,8190,2026-07-16 17:00:00,2026-07-17 12:46:00,2
DL9HB,JO53RO,53.604,11.458,13,2026-07-16 18:16:00,2026-07-17 15:26:00,2
DL9SAD,JN48MU,48.854,9.042,23,2026-07-16 19:08:00,2026-07-17 16:58:00,2
DL9SW,JN58RD,48.146,11.458,2643,2026-07-16 17:32:00,2026-07-17 16:58:00,2
DM1AC,JO30IV,50.896,6.708,60,2026-07-16 17:02:00,2026-07-17 13:44:00,2
DM2NT,JO51XL,51.479,11.958,10,2026-07-16 18:38:00,2026-07-17 13:40:00,2
DM3FML,JO60UX,50.979,13.708,317,2026-07-17 15:10:00,2026-07-17 16:58:00,1
DM5NSA,JO30,50.479,6.958,278,2026-07-16 17:04:00,2026-07-16 18:06:00,1
DM7BBH,JO62ON,52.562,13.208,136,2026-07-16 18:54:00,2026-07-17 04:24:00,2
DN9DSF,JN59MU,49.854,11.042,7778,2026-07-16 17:00:00,2026-07-17 16:58:00,2
DN9HFT-10,JO41SD,51.146,9.542,12,2026-07-16 18:38:00,2026-07-17 16:20:00,2
DN9NOX,JN59JO,49.604,10.792,2006,2026-07-16 17:00:00,2026-07-17 16:54:00,2
DN9SGE,JO42EB,52.062,8.375,1,2026-07-17 09:12:00,2026-07-17 09:12:00,1
DO3DCF,JO31OK,51.438,7.208,1,2026-07-16 19:28:00,2026-07-16 19:28:00,1
DO6RPS,JO42IC,52.104,8.708,193,2026-07-16 17:02:00,2026-07-17 16:58:00,2
DO7SAM,JO42IF,52.229,8.708,8,2026-07-16 19:50:00,2026-07-16 19:58:00,1
DO7YYZ,JO54OL,54.479,11.208,1147,2026-07-16 20:32:00,2026-07-17 06:14:00,2
DS3PIC,PM36OG,36.271,127.208,159,2026-07-16 17:16:00,2026-07-17 16:54:00,2
E20ZFD,OK03GS,13.771,100.542,84,2026-07-17 09:52:00,2026-07-17 13:10:00,1
E28AC,OK06FS,16.771,100.458,691,2026-07-16 17:02:00,2026-07-17 16:50:00,2
EA1ETQ,IN80DJ,40.396,-3.708,1844,2026-07-16 18:26:00,2026-07-17 16:34:00,2
EA1FAQ,IN71PN,41.562,-4.708,16100,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EA1FCS,IN53TG,43.271,-8.375,861,2026-07-16 17:04:00,2026-07-16 22:14:00,1
EA1IOW,IN83GJ,43.396,-3.458,6725,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EA2RCF,IN82PU,42.854,-2.708,2772,2026-07-16 18:00:00,2026-07-17 16:58:00,2
EA3DMN,JN11FM,41.521,2.458,836,2026-07-16 18:14:00,2026-07-17 10:36:00,2
EA3IQK,JN11BJ,41.396,2.125,3818,2026-07-16 17:04:00,2026-07-17 16:58:00,2
EA4IHP,IN70WI,40.354,-4.125,33,2026-07-16 18:38:00,2026-07-17 16:36:00,2
EA4RCB,IN70WR,40.729,-4.125,1979,2026-07-16 17:00:00,2026-07-17 16:58:00,2
EA5HKX,IM98WO,38.604,-0.125,84,2026-07-16 19:04:00,2026-07-17 07:02:00,2
EA5XQ,IM99,39.479,-1.042,2130,2026-07-16 17:44:00,2026-07-17 04:24:00,2
